city_name,roads_length,footways_length,sidewalks_length,no_sidewalks_length,walk_geometries_length,hf_geometries_length,fs_geometries_length,hf_sf_geometries_length,sidewalk_geometries_length,no_sidewalk_geometries_length,footways_coverage,highway_footways_coverage,sidewalks_coverage,no_sidewalks_coverage,all_sidewalks_coverage,footways_coverage_rank,sidewalks_coverage_rank,walk_geometries_coverage
"Salvador, Brazil",3455088.995678381,333692.8260077602,148496.59402363552,8108.46657582443,4304615.744898614,308063.1712154871,27876.6601832741,308350.9578971916,153762.19976766783,13110.778205200011,0.0032379963549952,0.0357828885865796,0.0178601539463645,0.0015228743960175,0.019383028342382,12.0,63.0,1.2458769514425878
"Tilburg, Netherlands",1765486.6749937884,511316.1397465827,96955.66999737448,9067.326955812416,2301676.7152290647,522576.6038810788,14755.211105945187,522576.6038810788,101034.62352176131,4533.663477906208,0.0032053178902834,0.1135208520865345,0.0219480483191372,0.0009848610467119,0.0229329093658492,11.0,64.0,1.303706648047719
"Guangzhou, China",25194387.116917983,1241358.0846475724,257762.1373511752,3584.0282673026068,37471620.14505778,1218844.4166839535,238477.89547155853,1219768.2183247183,288261.3980684672,1792.0141336513032,0.0031821134841298,0.0162635670937851,0.0038463962453794,2.3911618002026207e-05,0.0038703078633814,10.0,26.0,1.4873003249162453
"Rio de Janeiro, Brazil",10766428.481400898,678882.4000978754,280971.6444816686,24190.861354270437,14016111.34562127,638951.563108711,87409.43785938153,655271.4368277801,286856.7405965921,13258.134597350938,0.0031181772070713,0.0227934677227119,0.0102331072264993,0.0004729605191632,0.0107060677456626,9.0,47.0,1.3018348071353678
"Belo Horizonte, Brazil",5316201.910296685,179235.66021845903,55990.43373136321,4081.923054790133,6018106.996392613,173552.6939932016,28225.01042969205,174628.91990919708,79926.47008047035,2040.9615273950665,0.0023450073624987,0.0144192097363201,0.0066404992573561,0.0001695683982204,0.0068100676555766,8.0,30.0,1.132031306925428
"Wellington, New Zealand",6477207.034917487,684080.1884434666,337659.4554114483,42564.27611968749,16978816.41114281,652545.8696517232,77207.21943518578,652566.3636690805,360672.59107936174,21526.04860535992,0.0022736337317516,0.0192164710969921,0.0106212524579351,0.0006339089864718,0.011255161444407,7.0,49.0,2.6213175400466575
"Shanghai, China",33741531.83893527,1451845.7757222452,74916.2586205079,509.6760470088848,46723587.38715673,1346001.3154612265,194621.05716105623,1346084.175301652,74918.06154954841,90.16861063322932,0.0020826852992729,0.0144038738325903,0.0008017156402051,9.64915320885813e-07,0.000802680555526,6.0,6.0,1.3847500347699424
"Beijing, China",52402849.51427754,2951867.6742041777,169158.36910419472,3316.9284841220706,69541610.75464587,2927738.252999574,271139.16458075447,2927738.252999574,196393.74757134204,3014.0491581237616,0.0019494742905609,0.0210502620030553,0.0014120592364782,2.16708322212856e-05,0.0014337300686995,5.0,8.0,1.3270578107722701
"The Hague, Netherlands",2075046.5752092295,1086073.4099011745,331338.9000545534,24749.71824087432,2436368.103396113,1089091.9543467637,5370.951135276405,1089091.9543467637,432727.0724904267,17064.384981044976,0.0011022454135296,0.2235072674011476,0.0888057662319659,0.0035020128849287,0.0923077791168946,4.0,90.0,1.1741269485242523
"Darwin, Australia",2345081.670460137,276281.0579901489,4727.389414032996,1132.815910703972,3518144.264935533,268805.7633002899,6745.12441770555,268805.7633002899,4727.399397162196,566.407955351986,0.0009586196457223,0.0382027772396103,0.0006718597989683,8.049811387742579e-05,0.0007523579128457,3.0,5.0,1.500222490863282
"Kunming, China",18651568.701825008,266068.0627931411,68823.2874692657,4480.085061535805,23766577.10827221,287085.2688759065,27412.669086276037,287085.2688759065,91038.46932726668,15110.116624179183,0.0005767062913896,0.0060396847970165,0.0019152625326004,0.000317885839331,0.0022331483719315,2.0,11.0,1.2742401182559357
"Nairobi, Kenya",5304666.102667559,138543.9330024515,7185.801802257422,446.87409649154375,7566720.673077256,135198.98120858744,2191.0238100747883,135198.98120858744,14599.51191332202,1756.6716422790018,0.0001447802756794,0.0089337896196982,0.0009647185712344,0.000116078795437,0.0010807973666714,1.0,7.0,1.4264273239124658
